product_id,product_name,category,unit_cost,shelf_life_days
P006220,Ariel Toilet Paper 18pk,Household,4.83,365
P006221,Fairy Laundry Capsules 30ct,Household,4.29,365
P006222,Knorr Cheddar Cheese 200g,Food,1.68,14
P006223,Dairy Gold Gravy Granules 190g,Food,0.91,30
P006224,Barry's Tea Jam 340g,Food,0.9,7
P006225,Lyons Tea Iced Coffee 250ml,Beverage,0.54,90
P006226,Oreo Crisps 150g,Food,0.69,180
P006227,Pampers Body Wash 500ml,Personal Care,1.5,730
P006228,Ariel Kitchen Towels 4pk,Household,1.94,365
P006229,Knorr Pasta Sauce 500g,Food,1.54,14
P006230,Lyons Tea Cola 2L,Beverage,0.86,30
P006231,Huggies Nappies Size 4,Personal Care,6.08,730
P006232,Pepsi Lemon-Lime Soda 2L,Beverage,0.56,30
P006233,Chivers Butter 250g,Food,1.51,14
P006234,Barry's Tea Frozen Chips 1.5kg,Food,2.1,180
P006235,Dettol Laundry Detergent 2.6L,Household,5.0,1095
P006236,Lyons Tea Cola 2L,Beverage,0.94,180
P006237,Tesco Disinfectant Spray 750ml,Household,2.3,730
P006238,Dettol Shampoo 400ml,Personal Care,1.43,365
P006239,Dove Shampoo 400ml,Personal Care,1.67,365
P006240,Tesco Hand Sanitiser 250ml,Personal Care,0.86,365
P006241,McCain Pasta Sauce 500g,Food,1.16,180
P006242,Barry's Tea Cola 2L,Beverage,1.09,14
P006243,Dettol Dishwashing Liquid 900ml,Household,1.78,730
P006244,Persil Disinfectant Spray 750ml,Household,2.31,365
P006245,Nescafé Orange Juice 1L,Beverage,1.63,180
P006246,Nestlé Frozen Chips 1.5kg,Food,2.49,7
P006247,Fairy Laundry Detergent 1.3L,Household,4.31,1095
P006248,Dettol Toilet Paper 18pk,Household,4.44,365
P006249,Kellogg's Breakfast Cereal 375g,Food,1.46,365
P006250,Pepsi Energy Drink 500ml,Beverage,1.07,90
P006251,Dairy Gold Breakfast Cereal 500g,Food,1.73,14
P006252,Kerrygold Frozen Chips 1.5kg,Food,3.01,14
P006253,Weetabix Jam 340g,Food,1.07,7
P006254,Kerrygold Tomato Ketchup 460g,Food,0.85,14
P006255,Evian Energy Drink 500ml,Beverage,1.0,365
P006256,Evian Tea Bags 80ct,Beverage,1.57,180
P006257,Persil Disinfectant Spray 750ml,Household,2.36,1095
P006258,Fairy Bleach 1L,Household,0.81,1095
P006259,Cadbury Biscuits 154g,Food,0.51,14
P006260,Kellogg's Pasta Sauce 500g,Food,1.36,365
P006261,Dettol Nappies Size 4,Personal Care,6.29,365
P006262,Nescafé Instant Coffee 200g,Food,2.13,7
P006263,Dettol Razor Blades 8ct,Personal Care,4.42,1095
P006264,Ariel Toilet Paper 9pk,Household,2.59,1095
P006265,Kerrygold Iced Coffee 250ml,Beverage,0.79,90
P006266,Dettol Baby Wipes 64ct,Personal Care,1.3,730
P006267,Kerrygold Chocolate Bar 100g,Food,0.51,14
P006268,Weetabix Cheddar Cheese 400g,,1.96,7
P006269,Ballygowan Iced Coffee 250ml,Beverage,0.86,365
P006270,Nestlé Jam 340g,Food,1.35,90
P006271,Dettol Body Wash 500ml,Personal Care,1.8,730
P006272,Nescafé Frozen Peas 900g,Food,1.32,30
P006273,Ballygowan Lemon-Lime Soda 330ml,Beverage,0.57,90
P006274,Coca-Cola Cola 330ml,Beverage,0.53,365
P006275,Tesco Kitchen Towels 4pk,Household,2.22,365
P006276,Kellogg's Butter 500g,Food,2.09,7
P006277,Kerrygold Tea Bags 80ct,Food,1.22,14
P006278,Tesco Toilet Paper 18pk,Household,4.35,365
P006279,Nestlé Crisps 150g,Food,0.64,90
P006280,Fairy Disinfectant Spray 750ml,Household,2.38,365
P006281,Lyons Tea Instant Coffee 100g,Beverage,2.23,365
P006282,Tesco Toilet Paper 9pk,Household,2.34,365
P006283,Tesco Surface Wipes 70ct,Household,1.51,365
P006284,Kerrygold Crisps 150g,Food,0.64,180
P006285,Lyons Tea Orange Juice 1L,Beverage,1.63,365
P006286,Dettol Conditioner 400ml,Personal Care,1.89,730
P006287,Oreo Jam 340g,Food,0.8,180
P006288,Pampers Toothpaste 75ml,Personal Care,0.83,1095
P006289,Kerrygold Lemon-Lime Soda 330ml,Beverage,0.47,14
P006290,McCain Biscuits 300g,Food,0.79,30
P006291,Cadbury Chocolate Bar 40g,Food,0.47,365
P006292,Huggies Baby Wipes 64ct,Personal Care,1.45,730
P006293,Nescafé Pasta Sauce 500g,Food,1.07,7
P006294,Huggies Hand Sanitiser 250ml,Personal Care,0.73,730
P006295,Dove Shampoo 400ml,Personal Care,1.58,365
P006296,Barry's Tea Cheddar Cheese 400g,Food,1.37,30
P006297,Kerrygold Tea Bags 160ct,Food,2.19,30
P006298,Dettol Laundry Detergent 2.6L,Household,8.28,365
P006299,Barry's Tea Jam 340g,Food,1.68,30
P006300,Ariel Bleach 1L,Household,0.79,365
P006301,Nescafé Chocolate Bar 100g,Food,0.51,90
P006302,Evian Milk 1L,Beverage,0.98,365
P006303,Tesco Disinfectant Spray 750ml,Household,2.0,730
P006304,Nestlé Tea Bags 160ct,Food,2.58,90
P006305,Chivers Crisps 150g,Food,0.72,90
P006306,Nescafé Breakfast Cereal 500g,Food,2.32,14
P006307,Weetabix Tea Bags 80ct,Food,1.63,7
P006308,Kerrygold Sparkling Water 1.5L,Beverage,0.48,365
P006309,Tesco Laundry Detergent 1.3L,Household,4.67,1095
P006310,Dairy Gold Chocolate Bar 40g,Food,0.73,14
P006311,Barry's Tea Still Water 1.5L,Beverage,0.67,14
P006312,Fairy Toilet Paper 9pk,Household,2.87,1095
P006313,Kellogg's Breakfast Cereal 500g,Food,1.44,180
P006314,Chivers Jam 340g,Food,1.03,7
P006315,Pampers Baby Wipes 64ct,Personal Care,1.26,1095
P006316,Persil Disinfectant Spray 750ml,Household,2.99,1095
P006317,Nescafé Orange Juice 1L,Beverage,1.29,180
P006318,Ballygowan Iced Coffee 250ml,Beverage,0.83,365
P006319,Nestlé Greek Yogurt 500g,Food,1.66,180
P006320,Kerrygold Iced Coffee 250ml,Beverage,0.71,14
P006321,Evian Tea Bags 160ct,Beverage,2.51,180
P006322,Lyons Tea Lemon-Lime Soda 2L,Beverage,1.06,365
P006323,Heinz Pasta Sauce 500g,Food,1.85,180
P006324,Birds Eye Butter 500g,Food,1.61,7
P006325,Kellogg's Pasta Sauce 500g,Food,1.27,14
P006326,Tesco Conditioner 400ml,Personal Care,1.82,1095
P006327,Birds Eye Gravy Granules 190g,Food,0.52,90
P006328,Barry's Tea Milk 2L,Beverage,1.38,180
P006329,Cadbury Chocolate Bar 100g,Food,0.34,7
P006330,Weetabix Biscuits 300g,Food,1.05,30
P006331,Persil Disinfectant Spray 750ml,Household,2.13,365
P006332,Nescafé Milk 2L,Beverage,1.53,14
P006333,Evian Milk 1L,Beverage,1.02,14
P006334,Birds Eye Frozen Peas 900g,Food,1.96,90
P006335,Persil Toilet Paper 9pk,Household,2.22,365
P006336,Oreo Breakfast Cereal 375g,Food,1.39,30
P006337,Barry's Tea Breakfast Cereal 375g,Food,1.54,180
P006338,Evian Instant Coffee 200g,Beverage,1.91,30
P006339,Kellogg's Gravy Granules 190g,Food,0.57,180
P006340,Bisto Tomato Ketchup 460g,Food,1.12,90
P006341,Ballygowan Sparkling Water 1.5L,Beverage,0.68,365
P006342,Tesco Toilet Paper 18pk,Household,3.15,730
P006343,Persil Bleach 1L,Household,0.69,1095
P006344,Chivers Frozen Chips 1.5kg,Food,2.65,90
P006345,Cadbury Jam 340g,Food,1.23,180
P006346,Nestlé Biscuits 154g,Food,0.68,14
P006347,Huggies Hand Sanitiser 250ml,Personal Care,0.74,365
P006348,Barry's Tea Orange Juice 1L,Beverage,1.59,180
P006349,Tesco Kitchen Towels 4pk,Household,1.94,730
P006350,Kerrygold Butter 500g,Food,2.12,365
P006351,Nescafé Still Water 1.5L,Beverage,0.51,90
P006352,Cadbury Frozen Chips 1.5kg,Food,3.16,180
P006353,Coca-Cola Tea Bags 160ct,Beverage,2.14,30
P006354,Gillette Razor Blades 8ct,Personal Care,7.05,1095
P006355,Gillette Conditioner 400ml,Personal Care,1.97,1095
P006356,Coca-Cola Orange Juice 1L,Beverage,1.45,180
P006357,Ballygowan Cola 500ml,Beverage,0.48,365
P006358,Dettol Conditioner 400ml,Personal Care,1.59,365
P006359,Persil Laundry Detergent 2.6L,Household,7.15,365
P006360,Heinz Frozen Chips 1.5kg,Food,3.03,180
P006361,Barry's Tea Milk 1L,Beverage,0.91,30
P006362,Heinz Gravy Granules 190g,Food,0.58,180
P006363,Barry's Tea Milk 2L,Beverage,0.97,180
P006364,Evian Still Water 1.5L,Beverage,0.61,180
P006365,Ballygowan Milk 1L,Beverage,0.79,365
P006366,Oreo Cheddar Cheese 200g,Food,1.57,90
P006367,Chivers Tea Bags 80ct,Food,1.29,180
P006368,Ballygowan Energy Drink 500ml,Beverage,0.73,365
P006369,Tesco Dishwashing Liquid 900ml,Household,1.74,730
P006370,Persil Toilet Paper 9pk,Household,3.41,365
P006371,Lyons Tea Cheddar Cheese 200g,Food,1.4,90
P006372,Gillette Conditioner 400ml,Personal Care,1.64,730
P006373,Huggies Body Wash 500ml,Personal Care,1.7,365
P006374,Chivers Crisps 150g,,0.64,30
P006375,Oreo Biscuits 154g,Food,0.63,180
P006376,Tesco Bleach 1L,Household,0.48,365
P006377,Tesco Laundry Capsules 30ct,Household,4.67,1095
P006378,Tesco Shampoo 400ml,Personal Care,1.57,730
P006379,Huggies Nappies Size 5,Personal Care,4.36,365
P006380,Coca-Cola Cola 500ml,Beverage,0.52,30
P006381,Lyons Tea Orange Juice 1L,Beverage,1.52,90
P006382,Nestlé Biscuits 300g,Food,1.26,14
P006383,Oreo Gravy Granules 190g,Food,0.68,90
P006384,Coca-Cola Energy Drink 500ml,Beverage,1.05,180
P006385,Lyons Tea Orange Juice 1L,Beverage,1.09,14
P006386,Ballygowan Still Water 1.5L,Beverage,0.99,14
P006387,Fairy Dishwashing Liquid 900ml,Household,1.84,365
P006388,Nestlé Frozen Chips 1.5kg,Food,2.44,90
P006389,Evian Cola 330ml,Beverage,0.46,365
P006390,Knorr Frozen Chips 1.5kg,Food,2.95,365
P006391,Birds Eye Butter 500g,Food,1.82,180
P006392,Persil Toilet Paper 18pk,Household,3.51,365
P006393,Tesco Laundry Detergent 2.6L,Household,4.95,365
P006394,Dove Toothpaste 75ml,Personal Care,0.77,365
P006395,Oreo Breakfast Cereal 500g,Food,1.74,7
P006396,Pepsi Tea Bags 80ct,Beverage,1.66,30
P006397,Oreo Biscuits 300g,Food,0.95,90
P006398,Cadbury Cheddar Cheese 400g,Food,2.05,30
P006399,Pampers Baby Wipes 64ct,Personal Care,1.13,365
P006400,Fairy Disinfectant Spray 750ml,Household,2.01,730
P006401,Tesco Baby Wipes 64ct,Personal Care,1.18,1095
P006402,Weetabix Tomato Ketchup 460g,Food,1.07,90
P006403,Colgate Hand Sanitiser 250ml,Personal Care,0.78,365
P006404,Knorr Jam 340g,Food,1.43,7
P006405,Colgate Razor Blades 4ct,Personal Care,2.87,1095
P006406,Nescafé Gravy Granules 190g,Food,0.67,14
P006407,Knorr Breakfast Cereal 500g,Food,1.65,30
P006408,Coca-Cola Milk 1L,Beverage,0.89,180
P006409,Pampers Body Wash 500ml,Personal Care,1.8,1095
P006410,Barry's Tea Chocolate Bar 100g,Food,0.45,7
P006411,Kerrygold Chocolate Bar 40g,Food,0.53,30
P006412,Tesco Toothpaste 75ml,,1.1,1095
P006413,Cadbury Instant Coffee 200g,Food,1.57,180
P006414,Nestlé Tea Bags 80ct,Food,1.49,14
P006415,Bisto Crisps 150g,Food,0.59,180
P006416,Barry's Tea Tea Bags 160ct,Food,3.09,90
P006417,Dettol Body Wash 500ml,Personal Care,2.61,365
P006418,Dettol Laundry Capsules 30ct,Household,5.39,730
P006419,Coca-Cola Energy Drink 500ml,Beverage,0.81,365
P006420,Dove Toothbrush 4ct,Personal Care,0.65,1095
P006421,Lyons Tea Iced Coffee 250ml,Beverage,0.6,90
P006422,Oreo Greek Yogurt 500g,Food,2.16,14
P006423,Knorr Butter 500g,Food,2.36,180
P006424,Chivers Tomato Ketchup 460g,Food,0.97,90
P006425,Heinz Breakfast Cereal 375g,Food,1.49,180
P006426,Gillette Body Wash 500ml,Personal Care,1.83,365
P006427,Fairy Toilet Paper 18pk,Household,5.39,365
P006428,Lyons Tea Jam 340g,Food,0.78,30
P006429,Ballygowan Milk 1L,Beverage,0.97,30
P006430,Persil Dishwashing Liquid 900ml,Household,1.8,1095
P006431,Pampers Shampoo 400ml,Personal Care,1.43,730
P006432,Gillette Conditioner 400ml,Personal Care,1.64,730
P006433,Nescafé Sparkling Water 500ml,Beverage,0.46,180
P006434,Tesco Toilet Paper 18pk,Household,4.79,1095
P006435,Barry's Tea Sparkling Water 1.5L,Beverage,0.62,180
P006436,Coca-Cola Cola 330ml,Beverage,0.59,90
P006437,Birds Eye Crisps 150g,Food,0.5,7
P006438,Bisto Chocolate Bar 100g,Food,0.47,365
P006439,Nescafé Energy Drink 500ml,Beverage,0.94,90
P006440,Kellogg's Jam 340g,Food,1.2,14
P006441,Heinz Tea Bags 80ct,Food,1.67,14
P006442,Tesco Toilet Paper 9pk,Household,2.67,730
P006443,Dairy Gold Tea Bags 160ct,Food,2.98,14
P006444,Ballygowan Iced Coffee 250ml,Beverage,0.57,14
P006445,Barry's Tea Energy Drink 500ml,Beverage,0.98,365
P006446,Pampers Conditioner 400ml,Personal Care,2.03,365
P006447,Ballygowan Lemon-Lime Soda 330ml,Beverage,0.41,90
P006448,Oreo Butter 250g,Food,1.64,7
P006449,Ballygowan Iced Coffee 250ml,Beverage,0.65,365
P006450,Ariel Toilet Paper 18pk,Household,3.75,1095
P006451,Gillette Baby Wipes 64ct,Personal Care,1.59,1095
P006452,Nestlé Greek Yogurt 500g,Food,2.11,180
P006453,Lyons Tea Tomato Ketchup 460g,,1.11,180
P006454,Pampers Toothpaste 75ml,Personal Care,0.69,365
P006455,Kellogg's Chocolate Bar 40g,Food,0.51,30
P006456,Pepsi Still Water 1.5L,Beverage,0.55,14
P006457,Nestlé Tea Bags 160ct,Food,2.39,365
P006458,Weetabix Chocolate Bar 100g,Food,0.38,30
P006459,Nescafé Crisps 150g,Food,0.47,7
P006460,Birds Eye Gravy Granules 190g,Food,0.67,7
P006461,Ariel Toilet Paper 9pk,Household,1.93,365
P006462,Dettol Nappies Size 5,Personal Care,6.9,365
P006463,Bisto Biscuits 300g,Food,0.83,7
P006464,Dettol Kitchen Towels 2pk,Household,0.84,730
P006465,Kerrygold Crisps 150g,Food,0.98,7
P006466,Coca-Cola Iced Coffee 250ml,Beverage,0.76,90
P006467,Weetabix Tomato Ketchup 460g,Food,1.52,180
P006468,Pampers Razor Blades 8ct,Personal Care,6.71,365
P006469,Dettol Kitchen Towels 2pk,Household,0.96,365
P006470,Tesco Bleach 1L,Household,0.95,365
P006471,Persil Toilet Paper 18pk,Household,4.17,730
P006472,Coca-Cola Sparkling Water 500ml,Beverage,0.56,180
P006473,Tesco Baby Wipes 64ct,Personal Care,1.16,365
P006474,Dettol Surface Wipes 70ct,Household,1.5,365
P006475,Pampers Toothpaste 75ml,Personal Care,0.81,730
P006476,Nescafé Sparkling Water 1.5L,Beverage,0.48,180
P006477,Kellogg's Tea Bags 160ct,Food,2.45,30
P006478,Evian Still Water 1.5L,Beverage,0.74,30
P006479,Bisto Frozen Peas 900g,Food,1.19,30
P006480,Evian Cola 500ml,Beverage,0.9,90
P006481,Nescafé Instant Coffee 100g,Beverage,1.81,30
P006482,Coca-Cola Milk 1L,Beverage,1.09,30
P006483,Birds Eye Jam 340g,Food,1.04,180
P006484,Oreo Gravy Granules 190g,Food,0.65,180
P006485,Coca-Cola Orange Juice 1L,Beverage,1.28,180
P006486,Pampers Deodorant 150ml,Personal Care,1.57,1095
P006487,Barry's Tea Jam 340g,Food,0.98,180
P006488,Chivers Breakfast Cereal 500g,Food,1.81,30
P006489,Fairy Bleach 1L,Household,0.73,365
P006490,Coca-Cola Tea Bags 160ct,Beverage,1.62,14
P006491,Birds Eye Chocolate Bar 100g,Food,0.4,14
P006492,Dairy Gold Butter 500g,Food,1.52,180
P006493,Nescafé Biscuits 154g,Food,0.46,30
P006494,Huggies Body Wash 500ml,Personal Care,1.91,730
P006495,Weetabix Instant Coffee 100g,Food,1.96,14
P006496,Bisto Pasta Sauce 500g,Food,1.37,90
P006497,Oreo Frozen Chips 1.5kg,Food,2.44,7
P006498,Nescafé Cheddar Cheese 200g,Food,1.81,90
P006499,Fairy Dishwashing Liquid 450ml,Household,0.78,365
P006500,Weetabix Chocolate Bar 40g,Food,0.45,90
P006501,Bisto Crisps 150g,Food,0.61,180
P006502,Nescafé Sparkling Water 500ml,Beverage,0.56,30
P006503,Heinz Tea Bags 160ct,Food,3.42,30
P006504,Lyons Tea Breakfast Cereal 375g,Food,1.15,365
P006505,Tesco Disinfectant Spray 750ml,Household,3.24,365
P006506,Ariel Dishwashing Liquid 900ml,Household,1.67,365
P006507,Tesco Shampoo 400ml,Personal Care,1.85,730
P006508,Huggies Razor Blades 8ct,Personal Care,6.22,730
P006509,Fairy Kitchen Towels 4pk,Household,1.72,730
P006510,McCain Greek Yogurt 500g,Food,1.06,7
P006511,Dettol Surface Wipes 70ct,Household,1.18,365
P006512,Dettol Surface Wipes 70ct,Household,1.38,365
P006513,Fairy Kitchen Towels 4pk,Household,1.44,730
P006514,Evian Energy Drink 500ml,Beverage,0.86,90
P006515,Dairy Gold Pasta Sauce 500g,Food,1.43,90
P006516,Ariel Laundry Detergent 2.6L,Household,4.76,365
P006517,Fairy Toilet Paper 18pk,Household,4.71,1095
P006518,Dove Deodorant 150ml,Personal Care,1.36,365
P006519,Kellogg's Crisps 150g,Food,0.67,7
P006520,Bisto Greek Yogurt 500g,Food,1.37,7
P006521,Chivers Tomato Ketchup 460g,Food,0.92,30
P006522,Dettol Laundry Capsules 30ct,Household,5.29,730
P006523,Heinz Gravy Granules 190g,Food,0.47,14
P006524,Knorr Cheddar Cheese 400g,Food,1.67,180
P006525,Dove Conditioner 400ml,Personal Care,2.03,365
P006526,Dairy Gold Tea Bags 80ct,Food,1.49,14
P006527,Ariel Toilet Paper 18pk,Household,4.03,365
P006528,Kerrygold Tea Bags 80ct,Food,1.55,30
P006529,Fairy Laundry Capsules 30ct,Household,4.55,730
P006530,Lyons Tea Still Water 1.5L,Beverage,0.65,365
P006531,Gillette Baby Wipes 64ct,Personal Care,1.53,365
P006532,Dove Shampoo 400ml,Personal Care,1.65,730
P006533,Barry's Tea Breakfast Cereal 375g,Food,1.11,180
P006534,Bisto Pasta Sauce 500g,Food,1.7,90
P006535,Oreo Biscuits 300g,Food,1.0,30
P006536,Ariel Laundry Detergent 2.6L,Household,6.11,365
P006537,Gillette Hand Sanitiser 250ml,Personal Care,1.07,730
P006538,Pepsi Milk 2L,Beverage,0.85,365
P006539,Kerrygold Milk 1L,Beverage,1.14,90
P006540,Dairy Gold Cheddar Cheese 400g,Food,1.35,90
P006541,Persil Laundry Capsules 30ct,Household,6.1,1095
P006542,Tesco Toothbrush 2ct,Personal Care,0.9,365
P006543,Cadbury Tea Bags 160ct,Food,3.29,90
P006544,Evian Instant Coffee 200g,Beverage,1.72,365
P006545,Bisto Chocolate Bar 40g,Food,0.54,365
P006546,Nescafé Instant Coffee 100g,Beverage,2.5,30
P006547,Barry's Tea Iced Coffee 250ml,Beverage,0.7,30
P006548,Oreo Frozen Chips 1.5kg,Food,2.39,90
P006549,Kellogg's Tea Bags 160ct,Food,1.98,90
P006550,Nescafé Greek Yogurt 500g,Food,1.14,14
P006551,Nescafé Sparkling Water 500ml,Beverage,0.55,14
P006552,Barry's Tea Still Water 1.5L,Beverage,0.43,180
P006553,Kellogg's Tea Bags 160ct,Food,2.92,90
P006554,Fairy Kitchen Towels 2pk,Household,1.48,365
P006555,Ariel Laundry Detergent 2.6L,Household,6.04,365
P006556,Knorr Breakfast Cereal 375g,Food,1.0,365
P006557,Nestlé Frozen Peas 900g,Food,1.32,30
P006558,Ariel Kitchen Towels 4pk,Household,1.73,1095
P006559,Dove Hand Sanitiser 250ml,Personal Care,1.28,1095
P006560,Bisto Chocolate Bar 100g,Food,0.34,7
P006561,Dairy Gold Instant Coffee 200g,Food,2.14,30
P006562,Dairy Gold Frozen Peas 900g,Food,1.29,90
P006563,Pepsi Tea Bags 160ct,Beverage,2.22,180
P006564,McCain Biscuits 300g,Food,0.99,90
P006565,McCain Butter 250g,Food,1.33,180
P006566,Ariel Laundry Capsules 50ct,Household,4.75,365
P006567,Barry's Tea Still Water 1.5L,Beverage,0.6,180
P006568,Lyons Tea Gravy Granules 190g,Food,0.58,180
P006569,Birds Eye Frozen Peas 900g,Food,1.37,14
P006570,Pepsi Still Water 1.5L,Beverage,0.57,90
P006571,Heinz Cheddar Cheese 400g,Food,2.07,180
P006572,Dairy Gold Butter 250g,Food,1.5,90
P006573,Dettol Deodorant 150ml,Personal Care,2.06,1095
P006574,Bisto Greek Yogurt 500g,Food,1.33,14
P006575,Fairy Laundry Capsules 50ct,Household,7.17,1095
P006576,Huggies Nappies Size 5,Personal Care,7.99,365
P006577,Birds Eye Frozen Chips 1.5kg,Food,2.47,180
P006578,Nescafé Instant Coffee 100g,Food,1.88,90
P006579,Pepsi Cola 2L,Beverage,0.93,180
P006580,Huggies Razor Blades 8ct,Personal Care,5.65,365
P006581,Colgate Shampoo 400ml,Personal Care,1.94,730
P006582,Persil Kitchen Towels 2pk,Household,0.62,730
P006583,Bisto Jam 340g,Food,1.0,30
P006584,Ariel Laundry Detergent 1.3L,Household,4.02,730
P006585,Dairy Gold Butter 500g,Food,2.41,180
P006586,Kerrygold Instant Coffee 200g,Beverage,1.77,365
P006587,Nescafé Crisps 150g,Food,0.57,90
P006588,Cadbury Chocolate Bar 100g,Food,0.47,365
P006589,Persil Disinfectant Spray 750ml,Household,1.88,365
P006590,Lyons Tea Lemon-Lime Soda 330ml,Beverage,0.43,90
P006591,McCain Frozen Peas 900g,Food,1.87,30
P006592,Lyons Tea Frozen Chips 1.5kg,Food,2.86,90
P006593,Gillette Body Wash 500ml,Personal Care,1.94,365
P006594,Ariel Disinfectant Spray 750ml,Household,2.73,365
P006595,Oreo Instant Coffee 200g,Food,1.79,30
P006596,Nestlé Chocolate Bar 40g,Food,0.46,30
P006597,Bisto Tomato Ketchup 460g,Food,0.9,30
P006598,Dettol Shampoo 400ml,Personal Care,1.8,730
P006599,Pepsi Milk 1L,Beverage,1.49,90
P006600,Coca-Cola Iced Coffee 250ml,Beverage,0.82,30
P006601,Ballygowan Cola 2L,Beverage,1.33,30
P006602,Birds Eye Tomato Ketchup 460g,Food,0.56,90
P006603,Persil Laundry Capsules 30ct,Household,4.19,1095
P006604,Pepsi Sparkling Water 1.5L,Beverage,0.54,30
P006605,Kerrygold Biscuits 300g,Food,1.18,180
P006606,Bisto Crisps 150g,Food,0.59,30
P006607,Lyons Tea Iced Coffee 250ml,Beverage,0.75,30
P006608,Dettol Razor Blades 4ct,Personal Care,4.31,365
P006609,Kellogg's Instant Coffee 100g,Food,2.05,90
P006610,Colgate Deodorant 150ml,Personal Care,1.27,730
P006611,Persil Disinfectant Spray 750ml,Household,2.1,730
P006612,Barry's Tea Pasta Sauce 500g,Food,1.14,180
P006613,Barry's Tea Chocolate Bar 100g,Food,0.37,365
P006614,Cadbury Tomato Ketchup 460g,Food,0.97,14
P006615,Fairy Disinfectant Spray 750ml,Household,1.9,730
P006616,Lyons Tea Jam 340g,Food,0.66,30
P006617,Kerrygold Tea Bags 160ct,Food,2.35,14
P006618,Pepsi Milk 2L,Beverage,1.29,180
P006619,Tesco Dishwashing Liquid 900ml,Household,1.64,365
P006620,Heinz Crisps 150g,Food,0.55,90
P006621,McCain Gravy Granules 190g,Food,0.66,90
P006622,Pepsi Lemon-Lime Soda 330ml,Beverage,0.42,30
P006623,Ballygowan Milk 2L,Beverage,1.54,30
P006624,Dettol Surface Wipes 70ct,Household,2.02,730
P006625,Nescafé Pasta Sauce 500g,Food,1.46,30
P006626,Fairy Bleach 1L,Household,0.73,365
P006627,Dettol Laundry Detergent 2.6L,Household,7.41,365
P006628,Nescafé Lemon-Lime Soda 2L,Beverage,0.79,365
P006629,Dettol Laundry Capsules 30ct,Household,6.01,365
P006630,Chivers Breakfast Cereal 375g,Food,1.24,180
P006631,Oreo Chocolate Bar 40g,Food,0.52,30
P006632,Dettol Surface Wipes 70ct,Household,1.28,730
P006633,Coca-Cola Tea Bags 80ct,Beverage,1.72,90
P006634,Barry's Tea Milk 1L,Beverage,0.88,90
P006635,Bisto Tomato Ketchup 460g,Food,0.9,180
P006636,Colgate Baby Wipes 64ct,Personal Care,1.35,730
P006637,Kerrygold Energy Drink 500ml,Beverage,0.92,30
P006638,Nescafé Tomato Ketchup 460g,Food,1.29,30
P006639,Cadbury Breakfast Cereal 500g,Food,1.61,30
P006640,Tesco Toilet Paper 18pk,Household,4.43,1095
P006641,Tesco Toilet Paper 9pk,Household,2.78,365
P006642,Pepsi Still Water 500ml,Beverage,0.36,180
P006643,Huggies Nappies Size 5,Personal Care,6.97,730
P006644,Birds Eye Frozen Peas 900g,Food,1.18,30
P006645,Oreo Frozen Peas 900g,Food,1.8,30
P006646,Pampers Shampoo 400ml,Personal Care,1.35,730
P006647,Gillette Hand Sanitiser 250ml,Personal Care,0.75,1095
P006648,Persil Laundry Detergent 1.3L,Household,5.14,365
P006649,Dove Toothbrush 4ct,Personal Care,0.76,365
P006650,Cadbury Instant Coffee 100g,Food,2.43,180
P006651,Dove Deodorant 150ml,Personal Care,1.14,730
P006652,Chivers Frozen Peas 900g,Food,1.48,30
P006653,Weetabix Gravy Granules 190g,Food,0.55,7
P006654,Barry's Tea Tea Bags 80ct,Food,1.6,7
P006655,Bisto Biscuits 154g,Food,0.54,30
P006656,Heinz Frozen Chips 1.5kg,Food,2.95,180
P006657,Kellogg's Tea Bags 80ct,Food,1.56,30
P006658,Dairy Gold Tomato Ketchup 460g,Food,1.06,180
P006659,Knorr Instant Coffee 200g,Food,1.51,7
P006660,Ballygowan Orange Juice 1L,Beverage,1.42,180
P006661,Barry's Tea Frozen Chips 1.5kg,Food,3.3,14
P006662,Oreo Instant Coffee 100g,Food,1.87,90
P006663,Dettol Kitchen Towels 4pk,Household,1.73,365
P006664,Pampers Body Wash 500ml,Personal Care,1.67,1095
P006665,Persil Surface Wipes 70ct,Household,1.83,365
P006666,Heinz Greek Yogurt 500g,Food,1.65,365
P006667,Ariel Dishwashing Liquid 450ml,Household,1.2,730
P006668,Knorr Cheddar Cheese 200g,Food,2.02,14
P006669,Oreo Greek Yogurt 500g,Food,1.31,7
P006670,Kerrygold Tomato Ketchup 460g,Food,0.8,90
P006671,Fairy Kitchen Towels 4pk,Household,1.94,730
P006672,Barry's Tea Breakfast Cereal 375g,Food,1.4,90
P006673,McCain Cheddar Cheese 400g,Food,2.48,180
P006674,McCain Frozen Peas 900g,Food,1.32,14
P006675,Tesco Deodorant 150ml,Personal Care,2.11,1095
P006676,Pepsi Instant Coffee 100g,Beverage,1.86,30
P006677,Knorr Pasta Sauce 500g,Food,1.68,180
P006678,Coca-Cola Milk 2L,Beverage,1.29,365
P006679,Lyons Tea Cola 330ml,Beverage,0.62,90
P006680,Tesco Laundry Detergent 2.6L,Household,7.7,730
P006681,Kellogg's Crisps 150g,Food,0.72,7
P006682,Colgate Conditioner 400ml,Personal Care,1.73,1095
P006683,Lyons Tea Frozen Chips 1.5kg,Food,2.0,90
P006684,Ariel Toilet Paper 18pk,Household,5.77,1095
P006685,Heinz Biscuits 154g,Food,0.57,90
P006686,Chivers Frozen Peas 900g,Food,1.7,14
